,0
284,2467281
285,2875493
286,2136853
287,2841539
288,1193627
289,3397602
290,3216454
291,3375363
292,2576111
293,2211562
294,4578324
295,2761613
296,2430675
297,2084792
298,2504398
299,3649773
300,4722655
301,4760096
302,1154992
303,1156696
304,1486006
305,3122368
306,3844064
307,2345416
308,3265621
309,3135710
310,2379402
311,2559979
312,2083731
313,4022873
314,1896743
315,3684507
316,2444638
317,1231624
318,1521232
319,4073989
320,3508814
321,4984148
322,2712154
323,2487586
324,1696890
325,4350529
326,3326590
327,2964797
328,1932600
329,1735214
330,4520862
331,2890236
332,2544190
333,4369699
334,2349422
335,3194579
336,3998917
337,1134916
338,3746486
339,4625408
340,4927852
341,1424242
342,2246722
343,3654099
344,2499359
345,3288634
346,1163312
347,3451464
348,1459219
349,4600639
350,3427336
351,2572637
352,2865280
353,1331211
354,3523061
355,4741135
356,4946295
357,2760975
358,4669096
359,1774559
360,1775359
361,4310561
362,3816506
363,4268087
364,4254050
365,3707856
366,1715538
367,3165437
368,3903308
369,1940093
370,4604699
371,1828074
372,1705493
373,1383965
374,2901596
375,4156283
376,4209429
377,2900872
378,2469946
379,3727019
380,2789662
381,4839697
382,3053634
383,3665610
384,4899056
385,1216729
386,2945452
387,2387846
388,2420514
389,3660422
390,2596125
391,3530596
392,4199642
393,4351659
394,2300690
395,4380547
396,3602879
397,1940096
398,2208084
399,1811276
400,3801199
401,4470173
402,1817545
403,2649381
404,3787038
405,4791574
406,3869099
407,3934295
408,2893104
409,1611886
410,3365806
411,2443551
412,3559787
413,4029976
414,4727476
415,1748109
416,2332192
417,2949269
418,3118026
419,3096453
420,3345176
421,2272950
422,4354341
423,2591047
424,3777249
425,3303171
426,4193029
427,4753462
428,4233188
429,3186477
430,3491389
431,1639979
432,4483573
433,3209753
434,4015029
435,3228058
436,4461966
437,1647110
438,3398897
439,4197582
440,4825929
441,1551408
442,3151225
443,3834440
444,3131149
445,2267247
446,3610853
447,3406509
448,2399934
449,1552884
450,2529772
451,2581122
452,4803093
453,4927768
454,1468458
455,4959527
456,4981151
457,3835457
458,2822164
459,2094496
460,2348530
461,2204256
462,1938879
463,4177739
464,3027067
465,2620851
466,4479993
467,1862969
468,1458183
469,1471378
470,3814482
471,4019165
472,4783149
473,1775979
474,2229195
475,3850011
476,2029739
477,2642622
478,2958359
479,4512077
480,3122302
481,3992213
482,3305600
483,4163778
484,4846612
485,3922304
486,2504052
487,4681235
488,4074332
489,4213976
490,4599417
491,4463148
492,1970884
493,1325144
494,2879000
495,2923325
496,3196891
497,3195350
498,4551622
499,4410528
500,1169276
501,3549829
502,1753930
503,4650213
504,3191638
505,1544200
506,4876158
507,4446279
508,4237141
509,3167614
510,4163823
511,2799092
512,4579279
513,3448701
514,4069013
515,3684497
516,1809879
517,2371644
518,1795480
519,2970874
520,4783610
521,4715390
522,3656538
523,4453088
524,3925582
525,4817968
526,2162069
527,2953519
528,3590948
529,3170961
530,1554166
531,2062866
532,3277333
533,2455032
534,3527753
535,2724609
536,3807667
537,2870189
538,3422521
539,4444601
540,2324147
541,2249400
542,4800600
543,3286016
544,4294417
545,4323830
546,2421477
547,2178588
548,1618682
549,2502977
550,4885731
551,1161695
552,4037700
553,1547003
554,4151992
555,2605675
556,3514803
557,1507461
558,4206110
559,4658710
560,4779611
561,2867470
562,4293505
563,1934261
564,2731499
565,2160283
566,3985072
567,4010532
568,4483047
569,3780089
570,2556187
571,3857799
572,3979652
573,2038915
574,2523909
575,1492425
576,2613600
577,4662971
578,2738549
579,2352981
580,1379977
581,3915911
582,3110554
583,3690325
584,4661260
585,4573731
586,4227525
587,1445482
588,2326591
589,3457042
590,3567196
591,2009748
592,4134109
593,4517332
594,2627312
595,1826129
596,4108609
597,3526935
598,1690876
599,1946609
600,2871298
601,4978622
602,3915425
603,1178702
604,3584124
605,2161903
606,2270678
607,3447616
608,2475761
609,2413073
610,4221395
611,1107952
612,4719502
613,4523271
614,1539531
615,4859029
616,3921206
617,2037279
618,3165759
619,4504074
620,4180300
621,2998976
622,3229949
623,2785801
624,2981451
625,3206553
626,3994545
627,3815021
628,4830660
629,4250001
630,1641906
631,2244024
632,1630484
633,2585234
634,4942449
635,4886308
636,1312827
637,3921569
638,1882492
639,4202239
640,3284599
641,4044365
642,4302057
643,1622096
644,1450321
645,4905486
646,4026399
647,1547813
648,3916270
649,2964597
650,4049046
651,4309456
652,4073009
653,1953155
654,4170643
655,4586111
656,4702525
657,1726677
658,3367914
659,4762728
660,2108367
661,2474659
662,4203724
663,2340189
664,4217566
665,2976480
666,2399956
667,1172857
668,1379541
669,3823044
670,3217585
671,3674414
672,1547723
673,3088758
674,2453641
675,2453837
676,4413165
677,1693807
678,1472126
679,4820762
680,1888769
681,3576814
682,4074899
683,4840503
684,2639161
685,1156411
686,4058357
687,1184116
688,4793420
689,4954732
690,4946679
691,4955066
692,3119480
693,3957235
694,1039363
695,3007652
696,4497712
697,3717371
698,4204147
699,4187538
700,4736866
701,4471112
702,2441099
703,4846790
704,3764911
705,2878517
706,4337532
707,4593568
708,1209905
709,2770177
710,4579374
711,1311083
712,3776565
713,3322490
714,3729926
715,2868911
716,2168124
717,1713296
718,4891826
719,3274218
720,4850159
721,3191033
722,2897721
723,2518434
724,1373671
725,2102052
726,2011934
727,2970180
728,3665051
729,4982840
730,2332001
731,4844119
732,1499204
733,4404958
734,4616557
735,1893194
736,1594009
737,3655563
738,1243787
739,4214390
740,3487442
741,2575440
742,2145761
743,1742138
744,4722307
745,3890880
746,4705848
747,2546773
748,3805932
749,4672056
750,3211519
751,3674592
752,3611803
753,1669665
754,4069884
755,1562825
756,2763500
757,4181780
758,4943888
759,1926782
760,4393970
761,2767625
762,4146571
763,1381974
764,3328068
765,3539430
766,4177866
767,3597559
768,4150307
769,2748978
770,4484617
771,2350445
772,3957463
773,2095546
774,1118749
775,3243499
776,3989548
777,4815772
778,3217020
779,1473735
780,4033884
781,4330859
782,4140646
783,2856317
784,2466168
785,3821937
786,2119921
787,4716332
788,1178066
789,3353219
790,2550058
791,1320317
792,4669044
793,1838321
794,1542434
795,2498851
796,4002223
797,1620132
798,4958851
799,1500019
800,3831505
801,4292688
802,3265755
803,3439017
804,3529712
805,2647900
806,2712271
807,3637220
808,1981367
809,3639648
810,4490718
811,3729504
812,3842793
813,4479142
814,4575841
815,2790323
816,4812664
817,2963938
818,4023267
819,4599364
820,1818527
821,2983846
822,3909142
823,1446693
824,3722620
825,2260755
826,2613096
827,3420771
828,1046380
829,4548124
830,3866432
831,4999712
832,4513107
833,1850082
834,3712035
835,4131483
836,3512663
837,3502523
838,2823339
839,4409179
840,3190173
841,4356043
842,3905800
843,4982626
844,3350665
845,4251773
846,2694638
847,2434383
848,4238297
849,3967443
850,4685386
851,2529909
852,4066898
853,2510489
854,2638130
855,4838715
856,3858301
857,2294084
858,3573911
859,4771344
860,3182762
861,4853728
862,2279528
863,2351803
864,4540125
865,4127663
866,4014476
867,3213360
868,1140121
869,2162633
870,3469918
871,3082861
872,4502513
873,1133868
874,2675136
875,2168777
876,4712165
877,2689960
878,1571076
879,4538041
880,3351079
881,2822804
882,4390137
883,2313407
884,3843958
885,4614213
886,3963113
887,1809584
888,3358722
889,4896080
890,2446504
891,2678816
892,2635392
893,2946842
894,2209423
895,4927504
896,4111896
897,3885378
898,1526963
899,1755216
900,2726804
901,1348932
902,4878721
903,3310751
904,4382250
905,1228107
906,3586980
907,4480457
908,3959231
909,1957142
910,3812095
911,2647733
912,2855616
913,1955817
914,2163760
915,4124192
916,2488908
917,1987174
918,3433907
919,4047799
920,4773232
921,4775476
922,1644066
923,1146701
924,3359626
925,3670253
926,3534129
927,3089321
928,3639944
929,4230132
930,2907007
931,1675793
932,1679331
933,2091644
934,4660831
935,4681737
936,2017891
937,3993767
938,1007654
939,4465987
940,2682917
941,1325204
942,2148274
943,3153498
944,2089502
945,2822559
946,2241023
947,4111654
948,3242285
949,1905865
950,4077930
951,2220929
952,3771489
953,4663518
954,3059316
955,4882391
956,4063243
957,3966267
958,3056343
959,1155588
960,4934084
961,3953895
962,4760182
963,1897174
964,4175188
965,2586778
966,2067522
967,4100571
968,1787274
969,1563539
970,4246648
971,2804861
972,2336129
973,2974484
974,1978889
975,2505166
976,4327924
977,1046954
978,2784062
979,4676858
980,2880337
981,2561895
982,4496007
983,2957813
984,3724342
985,3562074
986,4371127
987,1715553
988,4953432
989,4290207
990,1565646
991,1518968
992,1474177
993,4860421
994,1446663
995,4918128
996,3348950
997,4746213
998,2614278
999,3325515
1000,4696469
1001,4184071
1002,4035882
1003,3866225
1004,2825185
1005,3392723
1006,3707516
1007,4966602
1008,2736061
1009,1823547
1010,2075440
1011,4845684
1012,1035506
1013,1422705
1014,1509496
1015,2836460
1016,4725339
1017,1792356
1018,3565666
1019,4762643
1020,4791418
1021,3953046
1022,3945751
1023,4344557
1024,3837291
1025,2513395
1026,4419519
1027,2119909
1028,2131417
1029,4006338
1030,4627510
1031,1456830
1032,4890403
1033,3644428
1034,3100681
1035,3391608
1036,2604562
1037,3872377
1038,1753863
1039,3450612
1040,2966598
1041,3705962
1042,2117420
1043,2284657
1044,4079038
1045,2418026
1046,3636787
1047,4306470
1048,3881807
1049,2005336
1050,4319334
1051,2823446
1052,1604049
1053,3407347
1054,4776553
1055,2934546
1056,3360109
1057,1807895
1058,4383023
1059,4139747
1060,4411189
1061,3715275
1062,2189654
1063,2771417
1064,4067850
1065,1574961
1066,4555496
1067,4953522
1068,2534285
1069,3729935
1070,4278389
1071,3543978
1072,2918666
1073,4734745
1074,1459372
1075,1943118
1076,2163421
1077,2544339
1078,2379587
1079,1609906
1080,4372555
1081,2434775
1082,4855502
1083,1572071
1084,1929214
1085,4572756
1086,4116691
1087,4243355
1088,2953068
1089,1558159
1090,2191758
1091,1680677
1092,4480474
1093,4757786
1094,1304195
1095,3366708
1096,3856230
1097,2872389
1098,1700432
1099,1566774
1100,3844636
1101,1282485
1102,3783382
1103,4015794
1104,1480763
1105,2719471
1106,3239354
1107,3457844
1108,4153882
1109,4289575
1110,2509729
1111,1327093
1112,4059963
1113,2614756
1114,2113762
1115,4575539
1116,3430692
1117,2967709
1118,1730472
1119,2230189
1120,4190874
1121,4793519
1122,4979038
1123,1243341
1124,3888678
1125,2088763
1126,2332337
1127,4296306
1128,4851248
1129,4686047
1130,2036718
1131,4499328
1132,1615763
1133,1543052
1134,1521411
1135,3338320
1136,3807729
1137,2315748
1138,3645392
1139,4968814
1140,3426969
1141,2842072
1142,2167536
1143,3427166
1144,2160622
1145,3080798
1146,1558664
1147,2288871
1148,3966678
1149,4258285
1150,4733601
1151,3141326
1152,4876480
1153,3690954
1154,4878377
1155,4418728
1156,3063384
1157,4914283
1158,2656884
1159,4240533
1160,2871606
1161,2785963
1162,2315521
1163,2048570
1164,4666269
1165,3075875
1166,1820130
1167,3711692
1168,3180607
1169,3018398
1170,3965932
1171,2115402
1172,3212806
1173,2090966
1174,3668300
1175,4539143
1176,2368614
1177,3639936
1178,4104663
1179,3902907
1180,4948623
1181,3007627
1182,2339480
1183,4799410
1184,3111472
1185,2432852
1186,4922322
1187,4310743
1188,1381629
1189,1859758
1190,2359428
1191,3346277
1192,4230224
1193,1491842
1194,4773675
1195,3504879
1196,2649420
1197,4720285
1198,2333125
1199,2865348
1200,1587063
1201,4967737
1202,1876818
1203,3181566
1204,3475755
1205,3868348
1206,4070460
1207,4525186
1208,3241804
1209,3874853
1210,3540454
1211,4351929
1212,4679589
1213,4608707
